"comment","pol","Topic"
"الله يأخذ الحق  في كل من كان سبب في غلاء  الاسعار لان  الخاسر الاكبر هو المواطن البسيط","-1","sociale"
"ناس تاكل في لحم حوت كافيار كروفات وفي الجزائر بطاطا حلم","-1","sociale"
"الله يرضى عليكم خليو السوق كيما راه الله يرحملكم على الواليدين رانا راضيين بيها خطرة 40 دج و خطرة 140 دج قابلين ... دخلونا استراتجيات الخرطي الرزيقية ترجع البطاطا لمن استطاع اليها سبيلا","-1","sociale"
"دولة حاصلة غي في البطاطا و يقولون لك الجزائر الجديدة ....!","-1","politique"
"اليوم البطاطا دارت 120دج،،امن ولا طير ،خويا الزوالي","-1","sociale"
"ما شاهدنا ازمة  حادة كهذه السنة العجاف في البطاطا و الزيت .","-1","sociale"
"قضية امن غذائي دولة بحجم الجزائر لا تستطيع تأمين غذاء شعبها كل مرة ازمة.(حليب .زيت .سميد.غلاء .ندرة.دواء....الخ)وما زاد الطين بلة البطالة والغلاء  !!!!!مسؤول فاشل حاكم منصب وخالص والخدمة يجيب ربي والانكى من كل ذالك يدي تقاعد وهو مخدمش عام.....الخ من الإمتيازات والزوالي مدفون. ويقولك عدالة اجتماعية ؟؟","-1","politique"
"نحن في 2021 و الجزائر مازالت تتصارع مع البطاطا 🙄😏🥴","-1","politique"
"لا حول ولا قوة إلا بالله،لاتيين بالبطاطا ربي يهديكم ،الناس راهي تخمم في الجهاد كفاش تزحف إلى فلسطين ونتم البطاطا الشطيح الرديح متحشموش بخصتوا بينا وحنا الشعب ليتغنى بالجهاد وحب فلسطين الله يلعنكم الله يخسف بيكم الأرض، كن اولا تكن الا مش قادرين تكونوا صحافة ذات رسالة شريفة غير أغلقوا القناة .","-1","sociale"
"طز","-1","blague"
"نيفاق وتبرديغ","-1","sociale"
"ياو رانا في 2021 😩","-1","sociale"
"ياو كلانا بوبي والسلام","-1","sociale"
"    150         كسر الاسعار          ","-1","sociale"
"يا خاوتنا في فلسطين والله مارانا جايين نحروكم رانا لاهيين مع لبطاطا","-1","sociale"
"البطاطا اليوم شريتها ب11ألف للكغ واش من تكسار لي راكم تهدروا عليه","-1","sociale"
"تجار كلاب ويل للمطففين الذين اذا اكتالو على الناس يستوفون  بطاطا نهار قبل العيد  100دج","-1","sociale"
"كي نشوف الحكومة حايرة مع البطاطا نفشل ويبردو كرعياا","-1","politique"
"مليح نقعدو ندورو بين البطاطا و الزيت و السيولة حتى يفرج ربي","-1","sociale"
"مادام شعب مشي متفاهم مع بعضاه ستبقى عصابة تسرق في مال العام وموت يا حمار","-1","politique"
"تقرا كلمة استراتيجية جديدة تقول على الانعاش الاقتصادي والصناعي ولا من اجل رفع قيمة الدينار من بعد تكمل الخبر تلقاها على اسعار البطاطا حتى القاع ويحشم بينا باه نكونو فيه 🛌","-1","politique"
"تفووو عليكم هذا مانقولكم ولات البطاطا حاجة كبيرة بزاااف","-1","sociale"
"140 دج للكيلو غرام الله يأخذ بالحق في من كان سبب حسبي الله ونعم الوكيل","-1","sociale"
"َالله لاتحشمو البطاطا 10الاف  ياقنوات الزيڨو  تتنحاو كامل","-1","politique"
"بوصبع لزرق الباطاطا حاير فيها وحاب يحرر فلسطين اللي معندهاش مشكل تاع بطاطا حارب البطاطا وفلسطين ساهلة يا البطاطا","-1","politique"
"بعد ان تم حرق جيوب المواطنين في رمضان، لا استراتيجية لا والو، بل البطاطا ستدخل للأسواق لأننا خرجنا من فترة الندرة الموسمية لها، الاستراتيجيات توضع لتسيير الأزمات قبل وقوعها وليس بعد ان تمر.","-1","sociale"
"لعنة الله على من يقول ان وزارة التجارة تتحكم فالاسعار والمضاربة والله غير الخرطي","-1","politique"
"البطاطا 150 دج ....","-1","sociale"
"متقدرو ديرو ولو","-1","sociale"
"هلكتونا بالاستراتيجيات الفاشلة البطاطا راهي 100 دينار والله عيب عليكم","-1","sociale"
"حسبي الله ونعم الوكيل فيكم","-1","sociale"
"الجزائر الجديدة مبنية على البطاطا","-1","politique"
"القدس خط احمر","-1","politique"
"بني ركعون في مهب الريح","-1","sociale"
"محرز فنان ، وهذه الميزة لا توجد في صلاح","-1","sport"
"واش هي الفايدة من هاد المنشور في زوز جوارا عرب وفي بطولة مخيرة علاش تحبو تزيدو","-1","sport"
"ما هذه التفاهات يا آنسة شروق ؟!","-1","politique"
"صدعتونا بيهم تحسب علماء الذرة...ابطال الحقيقيين من هم في الصف الامامي...للجهاد...قد نجح الغرب بإمتياز عندما اوهمونا ان التأهل لكأس العالم أو صنع لاعب عالمي هو الفخر وبقينا ندور على هذه الدائرة المسيئة لنا...بعد ما كنا نصدر العلماء للعالم","-1","sociale"
"تكلمو عن فلسطين اللهم انصر إخواننا المستضعفين في فلسطين ♥ ادعوا لـنـا...","-1","sociale"
"ولاه تقارنوو فيه مع صلاح بالضبط لعرب ايسابوطيوو في  بعضاااهم بعد","-1","sport"
"ياشمايت على الاقل انشر منشور اكتب فيها كلمة وحدة برك فلسطين ولا اهدرو سطر على واش راه صاري بديت نشك فالهوية شوية","-1","sociale"
"كل جزائري حر يديزابوني هذي الصفحة الحثالة ولا حتى تضامن او خبر لفلسطين الحبيبة","-1","reseau social "
"حتى يڨولها هو زعما،🤕🤕🥴🥴","-1","sport"
"أنه خبيث يعتمد الفتنة بين الاخوة العرب محرز وصلاح يتقاضون رواتب بالملايير والفقراء يتخاصمون ويتجادلون فيما بينهم كرة القدم لعبة شعبية للتسلية الاغبياء يستفاد منها الاذكياء أنه خبيث يعتمد الفتنة","-1","sociale"
"محرز او صلاح لا يهمنا..هما مجرد لاعبين وهذا اللعب على التفرقة لا يمر علينا..اذهب يا ذئب","-1","sport"
"جريدة وقناة تافهة تلهي الناس بالتفاهة","-1","sociale"
"صحافة الذل تكلموا على المجاز تاع الهيود ولا هذا عميتوا عليهم","-1","politique"
"ناس تموت ونتم محرز صلاح في زوج راهم متفاهمين مع بعض ويحترمو بعض نتم تحبو لفتن","-1","sport"
"ماقالك حتى واحد قارن بينهم","-1","sport"
"افضل ولا ماهوش ما يغير هذا الامر شيئا في جيبي الفارغ وش دخلني في محرز ولا صلاح انا لي نعاني لا سكن لا جد ماليهم","-1","sociale"
"حتى ولو  لم يتأهل محرز لنهائي رابطة الأبطال يبقى افضل من صلاح في هذا الموسم وبدون مقاارنة","-1","sport"
"اللهم بصوت جبروت قهرك ، وبسرعة إغاثة نصرك ، بحمايتك نحتمي بك ، اللهم يا سميع يا قريب نسألك يا مجيب يا منتقم ، يا سريع لا يعظم عليه هلاك ، يا من لا يعجزه قهر أن تجعل كيد كل من يكيد لنا في نحره، ومكر كل من يمكر علينا عائداً عليه ، وانصرنًا نصراً قريباً عليهيا أرحم الراحمين🤲# #غزة_تقاوم#غزة_تحت_القصف#انقذوا_حي_الشيخ_جراح","-1","politique"
"ما تهدرليش على رونار اهدرلي على الزميلة نتاعك لي رايحةةتشارع غدوة","-1","sport"
" عار عليكم وعلى ماتبثونه وهل هذا وقت لمحرز وصلاح يا قنواة الخزي والعار متحشموش ياخي ذراري قضية العرب والعروبة و الاسلام(القدس)  في فوهة نار وانتم محرز ودوري ابطال اوروبا و،،و،،،عيب كبير  هذالك الله ياقدس","-1","sport"
"الله يعطيكم ضربة باغيينا نضيعو قع الحسنات لي لميناهم في رمضان شاداكم شاداكم خليكم لايعنينا المقارنة بين صلاح ومحرز الدنيا مقلوبة والمشاكل والمرض روحتولنا للشكيل ماتخلونا ننننن ايا بن عمي شحال تبغو الفتنة","-1","sport"
